cidade,ano,mes,dia,data,volume,data_importacao
Aragarças,2024,9,8,2024-09-08 00:00:00,0.0,2024/11/29
Aragarças,2024,9,9,2024-09-09 00:00:00,0.0,2024/11/29
Aragarças,2024,9,10,2024-09-10 00:00:00,0.0,2024/11/29
Aragarças,2024,9,11,2024-09-11 00:00:00,0.0,2024/11/29
Aragarças,2024,9,12,2024-09-12 00:00:00,0.0,2024/11/29
Aragarças,2024,9,13,2024-09-13 00:00:00,0.0,2024/11/29
Aragarças,2024,9,14,2024-09-14 00:00:00,0.0,2024/11/29
Aragarças,2024,9,15,2024-09-15 00:00:00,0.0,2024/11/29
Aragarças,2024,9,16,2024-09-16 00:00:00,0.0,2024/11/29
Aragarças,2024,9,17,2024-09-17 00:00:00,0.0,2024/11/29
Aragarças,2024,9,18,2024-09-18 00:00:00,0.0,2024/11/29
Aragarças,2024,9,19,2024-09-19 00:00:00,0.0,2024/11/29
Aragarças,2024,9,20,2024-09-20 00:00:00,0.0,2024/11/29
Aragarças,2024,9,21,2024-09-21 00:00:00,0.0,2024/11/29
Aragarças,2024,9,22,2024-09-22 00:00:00,0.0,2024/11/29
Aragarças,2024,9,23,2024-09-23 00:00:00,0.0,2024/11/29
Aragarças,2024,9,24,2024-09-24 00:00:00,0.0,2024/11/29
Aragarças,2024,9,25,2024-09-25 00:00:00,0.0,2024/11/29
Aragarças,2024,9,26,2024-09-26 00:00:00,0.0,2024/11/29
Aragarças,2024,9,27,2024-09-27 00:00:00,0.0,2024/11/29
Aragarças,2024,9,28,2024-09-28 00:00:00,0.0,2024/11/29
Aragarças,2024,9,29,2024-09-29 00:00:00,0.0,2024/11/29
Aragarças,2024,9,30,2024-09-30 00:00:00,0.0,2024/11/29
Aragarças,2024,10,1,2024-10-01 00:00:00,0.0,2024/11/29
Aragarças,2024,10,2,2024-10-02 00:00:00,0.0,2024/11/29
Aragarças,2024,10,3,2024-10-03 00:00:00,0.0,2024/11/29
Aragarças,2024,10,4,2024-10-04 00:00:00,0.0,2024/11/29
Aragarças,2024,10,5,2024-10-05 00:00:00,0.0,2024/11/29
Aragarças,2024,10,6,2024-10-06 00:00:00,0.0,2024/11/29
Aragarças,2024,10,7,2024-10-07 00:00:00,0.0,2024/11/29
Aragarças,2024,10,8,2024-10-08 00:00:00,0.0,2024/11/29
Aragarças,2024,10,9,2024-10-09 00:00:00,8.2,2024/11/29
Aragarças,2024,10,10,2024-10-10 00:00:00,10.4,2024/11/29
Aragarças,2024,10,11,2024-10-11 00:00:00,0.0,2024/11/29
Aragarças,2024,10,12,2024-10-12 00:00:00,40.2,2024/11/29
Aragarças,2024,10,13,2024-10-13 00:00:00,2.8000000000000003,2024/11/29
Aragarças,2024,10,14,2024-10-14 00:00:00,0.0,2024/11/29
Aragarças,2024,10,15,2024-10-15 00:00:00,0.4,2024/11/29
Aragarças,2024,10,16,2024-10-16 00:00:00,0.0,2024/11/29
Aragarças,2024,10,17,2024-10-17 00:00:00,0.0,2024/11/29
Aragarças,2024,10,18,2024-10-18 00:00:00,0.2,2024/11/29
Aragarças,2024,10,19,2024-10-19 00:00:00,11.2,2024/11/29
Aragarças,2024,10,20,2024-10-20 00:00:00,29.0,2024/11/29
Aragarças,2024,10,21,2024-10-21 00:00:00,0.4,2024/11/29
Aragarças,2024,10,22,2024-10-22 00:00:00,0.0,2024/11/29
Aragarças,2024,10,23,2024-10-23 00:00:00,0.0,2024/11/29
Aragarças,2024,10,24,2024-10-24 00:00:00,42.8,2024/11/29
Aragarças,2024,10,25,2024-10-25 00:00:00,0.0,2024/11/29
Aragarças,2024,10,26,2024-10-26 00:00:00,0.0,2024/11/29
Aragarças,2024,10,27,2024-10-27 00:00:00,0.7999999999999999,2024/11/29
Aragarças,2024,10,28,2024-10-28 00:00:00,0.2,2024/11/29
Aragarças,2024,10,29,2024-10-29 00:00:00,0.8,2024/11/29
Aragarças,2024,10,30,2024-10-30 00:00:00,46.0,2024/11/29
Aragarças,2024,10,31,2024-10-31 00:00:00,14.2,2024/11/29
